EmployeeNumber,Age,Gender,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10147,30,Male,No,Travel_Rarely,1427,2,1,Medical,1,2,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
10148,41,Male,No,Travel_Frequently,857,10,3,Life Sciences,1,4,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
10149,41,Male,No,Travel_Rarely,933,9,4,Life Sciences,1,3,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
10150,19,Female,No,Travel_Rarely,1181,3,1,Medical,1,2,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
10151,40,Female,No,Travel_Frequently,1395,26,3,Medical,1,2,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
10152,35,Male,No,Travel_Rarely,662,1,5,Marketing,1,3,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
10153,53,Male,No,Travel_Rarely,1436,6,2,Marketing,1,2,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
10154,45,Male,No,Travel_Rarely,194,9,3,Life Sciences,1,2,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
10155,32,Female,No,Travel_Frequently,967,8,3,Marketing,1,2,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
10156,29,Male,No,Non-Travel,1496,1,1,Technical Degree,1,4,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
10157,51,Male,No,Travel_Rarely,1169,7,4,Medical,1,2,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
10158,58,Female,No,Travel_Rarely,1145,9,3,Medical,1,2,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
10159,40,Male,No,Travel_Rarely,630,4,4,Marketing,1,3,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
10160,34,Female,No,Travel_Frequently,303,2,4,Marketing,1,3,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
10161,22,Male,No,Travel_Rarely,1256,19,1,Medical,1,3,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
10162,27,Male,No,Non-Travel,691,9,3,Medical,1,4,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
10163,28,Male,No,Travel_Rarely,440,21,3,Medical,1,3,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
10164,57,Male,No,Travel_Rarely,334,24,2,Life Sciences,1,3,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
10165,27,Male,No,Non-Travel,1450,3,3,Medical,1,3,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
10166,50,Female,No,Travel_Rarely,1452,11,3,Life Sciences,1,3,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
10167,41,Male,No,Travel_Rarely,465,14,3,Life Sciences,1,1,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
10168,30,Female,No,Travel_Rarely,1339,5,3,Life Sciences,1,2,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
10169,38,Female,No,Travel_Rarely,702,1,4,Life Sciences,1,1,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
10170,32,Male,No,Travel_Rarely,120,6,5,Life Sciences,1,3,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
10171,27,Male,No,Travel_Rarely,1157,17,3,Technical Degree,1,3,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
10172,19,Female,Yes,Travel_Frequently,602,1,1,Technical Degree,1,3,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
10173,36,Male,No,Travel_Frequently,1480,3,2,Medical,1,4,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
10174,30,Male,No,Non-Travel,111,9,3,Medical,1,3,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
10175,45,Female,No,Travel_Rarely,1268,4,2,Life Sciences,1,3,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
10176,56,Female,No,Travel_Rarely,713,8,3,Life Sciences,1,3,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
10177,33,Male,No,Travel_Rarely,134,2,3,Life Sciences,1,3,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
10178,19,Male,Yes,Travel_Rarely,303,2,3,Life Sciences,1,2,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
10179,46,Female,No,Travel_Rarely,526,1,2,Marketing,1,2,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
10180,38,Female,No,Travel_Rarely,1380,9,2,Life Sciences,1,3,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
10181,31,Female,No,Travel_Rarely,140,12,1,Medical,1,3,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
10182,34,Female,No,Travel_Rarely,629,27,2,Medical,1,4,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
10183,41,Female,Yes,Travel_Rarely,1356,20,2,Marketing,1,2,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
10184,50,Male,No,Travel_Rarely,328,1,3,Medical,1,3,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
10185,53,Female,No,Travel_Rarely,1084,13,2,Medical,1,4,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
10186,33,Female,No,Travel_Rarely,931,14,3,Medical,1,4,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
10187,40,Female,No,Travel_Rarely,989,4,1,Medical,1,4,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
10188,55,Male,No,Travel_Rarely,692,14,4,Medical,1,3,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
10189,34,Male,No,Travel_Frequently,1069,2,1,Life Sciences,1,4,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
10190,51,Female,No,Travel_Rarely,313,3,3,Medical,1,4,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
10191,52,Male,No,Travel_Rarely,699,1,4,Life Sciences,1,3,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
10192,27,Female,No,Travel_Rarely,894,9,3,Medical,1,4,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
10193,35,Male,Yes,Travel_Rarely,556,23,2,Life Sciences,1,2,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
10194,43,Male,No,Non-Travel,1344,7,3,Medical,1,4,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
10195,45,Male,No,Non-Travel,1195,2,2,Medical,1,1,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
10196,37,Male,No,Travel_Rarely,290,21,3,Life Sciences,1,2,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
10197,35,Female,No,Travel_Frequently,138,2,3,Medical,1,2,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
10198,42,Female,No,Non-Travel,926,21,2,Medical,1,3,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
10199,38,Male,No,Travel_Rarely,1261,2,4,Life Sciences,1,4,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
10200,38,Male,No,Travel_Rarely,1084,29,3,Technical Degree,1,4,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
10201,27,Male,No,Travel_Frequently,472,1,1,Technical Degree,1,3,60,2,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
10202,49,Male,No,Non-Travel,1002,18,4,Life Sciences,1,4,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
10203,34,Male,No,Travel_Frequently,878,10,4,Medical,1,4,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
10204,40,Male,No,Travel_Rarely,905,19,2,Medical,1,3,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
10205,38,Male,Yes,Travel_Rarely,1180,29,1,Medical,1,2,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
10206,29,Female,Yes,Travel_Rarely,121,27,3,Marketing,1,2,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
10207,22,Male,No,Travel_Rarely,1136,5,3,Life Sciences,1,4,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
10208,36,Female,No,Travel_Frequently,635,18,1,Medical,1,2,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
10209,40,Male,No,Non-Travel,1151,9,5,Life Sciences,1,4,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
10210,46,Male,No,Travel_Rarely,644,1,4,Medical,1,4,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
10211,32,Male,Yes,Travel_Rarely,1045,4,4,Medical,1,4,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
10212,30,Male,No,Non-Travel,829,1,1,Life Sciences,1,3,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
10213,27,Female,No,Travel_Frequently,1242,20,3,Life Sciences,1,4,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
10214,51,Male,No,Travel_Rarely,1469,8,4,Life Sciences,1,2,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
10215,30,Female,Yes,Travel_Rarely,1005,3,3,Technical Degree,1,4,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
10216,41,Female,No,Travel_Rarely,896,6,3,Life Sciences,1,4,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
10217,30,Female,Yes,Travel_Frequently,334,26,4,Marketing,1,3,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
10218,29,Male,Yes,Travel_Rarely,992,1,3,Technical Degree,1,3,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
10219,45,Female,No,Non-Travel,1052,6,3,Medical,1,4,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
10220,54,Female,No,Travel_Rarely,1147,3,3,Marketing,1,4,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
10221,36,Male,No,Travel_Rarely,1396,5,2,Life Sciences,1,4,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
10222,33,Female,No,Travel_Rarely,147,4,4,Medical,1,3,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
10223,37,Male,No,Travel_Frequently,663,11,3,Other,1,2,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
10224,38,Male,No,Travel_Rarely,119,3,3,Life Sciences,1,1,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
10225,31,Male,No,Non-Travel,979,1,4,Medical,1,3,90,1,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
10226,59,Male,No,Travel_Rarely,142,3,3,Life Sciences,1,3,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
10227,37,Male,No,Travel_Frequently,319,4,4,Marketing,1,1,41,3,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
10228,29,Female,No,Travel_Frequently,1413,1,1,Medical,1,2,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
10229,35,Female,No,Travel_Frequently,944,1,3,Marketing,1,3,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
10230,29,Male,Yes,Travel_Rarely,896,18,1,Medical,1,3,86,2,1,Research Scientist,4,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
10231,52,Female,No,Travel_Rarely,1323,2,3,Life Sciences,1,3,89,2,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2
10232,42,Male,No,Travel_Rarely,532,4,2,Technical Degree,1,3,58,3,5,Manager,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
10233,59,Male,No,Travel_Rarely,818,6,2,Medical,1,2,52,3,1,Human Resources,3,Married,2267,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
10234,50,Female,No,Travel_Rarely,854,1,4,Medical,1,4,68,3,5,Manager,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
10235,33,Male,Yes,Travel_Rarely,813,14,3,Medical,1,3,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
10236,43,Female,No,Travel_Rarely,1034,16,3,Marketing,1,4,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
10237,33,Female,Yes,Travel_Rarely,465,2,2,Life Sciences,1,1,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
10238,52,Male,No,Non-Travel,771,2,4,Life Sciences,1,1,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12
10239,32,Female,No,Travel_Rarely,1401,4,2,Life Sciences,1,3,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
10240,32,Male,Yes,Travel_Rarely,515,1,3,Life Sciences,1,4,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
10241,39,Female,No,Travel_Rarely,1431,1,4,Medical,1,3,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
10242,32,Male,No,Non-Travel,976,26,4,Marketing,1,3,100,3,2,Sales Executive,4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
10243,41,Male,No,Travel_Rarely,1411,19,2,Life Sciences,1,3,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
10244,40,Male,No,Travel_Rarely,1300,24,2,Technical Degree,1,1,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
10245,45,Male,No,Travel_Rarely,252,1,3,Other,1,3,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
10246,31,Male,No,Travel_Frequently,1327,3,4,Medical,1,2,73,3,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
10247,33,Female,No,Travel_Rarely,832,5,4,Life Sciences,1,3,63,2,1,Research Scientist,4,Married,2911,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
10248,34,Male,No,Travel_Rarely,470,2,4,Life Sciences,1,4,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
10249,37,Female,No,Travel_Rarely,1017,1,2,Medical,1,3,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
10250,45,Male,No,Travel_Frequently,1199,7,4,Life Sciences,1,1,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
10251,37,Male,Yes,Travel_Frequently,504,10,3,Medical,1,1,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
10252,39,Female,No,Travel_Frequently,505,2,4,Technical Degree,1,3,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
10253,29,Male,No,Travel_Rarely,665,15,3,Life Sciences,1,3,60,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
10254,42,Female,No,Travel_Rarely,916,17,2,Life Sciences,1,4,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
10255,29,Male,No,Travel_Rarely,1247,20,2,Marketing,1,4,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
10256,25,Female,No,Travel_Rarely,685,1,3,Life Sciences,1,1,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
10257,42,Female,No,Travel_Rarely,269,2,3,Medical,1,4,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
10258,40,Male,No,Travel_Rarely,1416,2,2,Medical,1,1,49,3,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
10259,51,Male,No,Travel_Rarely,833,1,3,Life Sciences,1,3,96,3,1,Research Scientist,4,Married,2723,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0
10260,31,Male,Yes,Travel_Frequently,307,29,2,Medical,1,3,71,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
10261,32,Male,No,Travel_Frequently,1311,7,3,Life Sciences,1,2,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
10262,38,Male,No,Non-Travel,1327,2,2,Life Sciences,1,4,39,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
10263,32,Male,No,Travel_Rarely,128,2,1,Technical Degree,1,4,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
10264,46,Female,No,Travel_Rarely,488,2,3,Technical Degree,1,3,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
10265,28,Male,Yes,Travel_Rarely,529,2,4,Life Sciences,1,1,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
10266,29,Male,No,Travel_Rarely,1210,2,3,Medical,1,1,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
10267,31,Male,No,Travel_Rarely,1463,23,3,Medical,1,2,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
10268,25,Male,No,Non-Travel,675,5,2,Life Sciences,1,2,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
10269,45,Male,No,Travel_Rarely,1385,20,2,Medical,1,3,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
10270,36,Male,No,Travel_Rarely,1403,6,3,Life Sciences,1,4,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
10271,55,Male,No,Travel_Rarely,452,1,3,Medical,1,4,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
10272,47,Male,Yes,Non-Travel,666,29,4,Life Sciences,1,1,88,3,3,Manager,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
10273,28,Male,No,Travel_Rarely,1158,9,3,Medical,1,4,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
10274,37,Male,No,Travel_Rarely,228,6,4,Medical,1,3,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
10275,21,Male,No,Travel_Rarely,996,3,2,Medical,1,4,100,2,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
10276,37,Female,No,Non-Travel,728,1,4,Medical,1,1,80,3,3,Research Director,4,Divorced,13603,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
10277,35,Female,No,Travel_Rarely,1315,22,3,Life Sciences,1,2,71,4,3,Manager,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
10278,38,Female,No,Travel_Rarely,322,7,2,Medical,1,1,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
10279,26,Female,No,Travel_Frequently,1479,1,3,Life Sciences,1,3,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
10280,50,Male,No,Travel_Rarely,797,4,1,Life Sciences,1,1,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
10281,53,Male,No,Travel_Rarely,1070,3,4,Medical,1,3,45,3,4,Research Director,3,Married,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
10282,42,Male,No,Travel_Rarely,635,1,1,Life Sciences,1,2,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
10283,29,Male,No,Travel_Frequently,442,2,2,Life Sciences,1,2,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
10284,55,Male,No,Travel_Rarely,147,20,2,Technical Degree,1,2,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
10285,26,Male,No,Travel_Frequently,496,11,2,Medical,1,1,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
10286,37,Female,No,Travel_Rarely,1372,1,3,Life Sciences,1,4,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
10287,44,Male,Yes,Travel_Frequently,920,24,3,Life Sciences,1,4,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
10288,38,Male,No,Travel_Rarely,688,23,4,Life Sciences,1,4,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
10289,26,Male,Yes,Travel_Rarely,1449,16,4,Medical,1,1,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2
10290,28,Female,No,Travel_Rarely,1117,8,2,Life Sciences,1,4,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
10291,49,Female,No,Travel_Frequently,636,10,4,Life Sciences,1,3,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
10292,36,Male,No,Travel_Rarely,506,3,3,Technical Degree,1,3,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
10293,31,Female,No,Travel_Frequently,444,5,3,Marketing,1,4,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
10294,26,Male,Yes,Travel_Rarely,950,4,4,Marketing,1,4,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
10295,37,Male,No,Travel_Frequently,889,9,3,Medical,1,2,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
10296,42,Female,No,Travel_Frequently,555,26,3,Marketing,1,3,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
